Material;Descripción;Centro;Subcategoría;ABC;Logística;CATMAN;Importe Vendido;Importe Año Anterior;Volumen Vendido;Volumen Año Anterior;Stock
GASE0046;CHILE PULLA SECO MI VILLA PZ;S005;Chiles Secos;C;PdC;Santiago; $585,00 ; $237,50 ;39;19;11
HELA0104;HELADO BOLONIA FRUTAS DEL BOSQUE 1LT;S005;Nieves Lt y .5 lt;C;PdC;Santiago; $2.301,00 ; $1.040,00 ;39;20;12
HUEV0005;CLARA DE HUEVO LIQUI SAN JUAN PAST 500ML;S005;Complementos huevo;C;PdC;Alma; $994,50 ; $765,00 ;39;30;10
JUNE0057;JUGO JUMEX DURAZNO NECTAR 12/413ML;S005;Jugo y Nec Personal;C;CEDIS;Sandra; $624,00 ; $560,00 ;39;35;12
TOST0027;TOSTADA DE LOS ALTOS DESHIDRATADA  270G;S005;Tostada;C;PdC;Santiago; $1.443,00 ; $1.474,00 ;39;44;11
AGPU0056;AGUA EPURA 12/600ML;S005;Agua sin Sabor;D;PdC;Santiago; $399,00 ; $60,00 ;38;6;2
ALEN0133;MAIZ POZOLERO EL MEXICANO 6/3KG;S005;Otros Alimentos Enva;B;CEDIS;Sandra; $2.717,00 ; $4.080,00 ;38;60;21
ALEN0140;SARDINA GUAYMEX SALSA DE TOMATE 24/425G;S005;Pesca y Marisc Env.;C;CEDIS;Sandra; $1.530,00 ; $1.102,00 ;38;29;23
BEAL0028;BEBIDA GATORADE PONCHE FRUTAS 6/1LT;S005;Isotónicos;C;PdC;Santiago; $1.178,00 ; $1.347,50 ;38;49;13
CHGO0129;CHOCOLATE TURIN SIN AZUCAR 4/18/18G;S005;Chocolate Golosina;D;CEDIS;Sandra; $580,59 ; $330,07 ;38;23;25
CHIC0004;CHICLE CLORETS 5´S 20/13.5G;S005;Chicles;D;PdC;Santiago; $327,56 ; $175,81 ;38;34;18
COBE0009;SABORIZANTE DE VAINILLA PAISA 100/60ML;S005;Concentrado de Bebid;D;CEDIS;Sandra; $147,44 ; $141,45 ;38;41;16
CRSP0082;CODITOS LA MODERNA CON QUESO 20/200G;S005;Sopas Preparadas;C;CEDIS;Sandra; $1.140,00 ; $588,00 ;38;21;11
DEPO0143;DETERGENTE LIQUIDO ROMA MULTIUSOS 12/1LT;S005;Detergente Ropa Liqu;C;CEDIS;Sandra; $1.157,65 ; $1.100,11 ;38;40;22
FRIT0053;PAPAS SABRITAS ADOBADAS 42G;S005;Papas fritas;C;PdC;Santiago; $668,43 ; $466,76 ;38;28;8
GADU0260;GALLETA SANTINAS MIXTAS PZ;S005;Galleta Dulce Caja;B;PdC;Santiago; $2.058,45 ; $1.833,47 ;38;36;27
JUNE0093;JUGO DEL VALLE MANZANA 6/413ML;S005;Jugo y Nec Personal;D;PdC;Santiago; $646,00 ; $1.073,00 ;38;74;-1
LADE0085;CREMA LALA ACIDA 200G;S005;Cremas;C;PdC;Alma; $760,00 ; $600,00 ;38;30;0
LEFR0010;MALTEADA ALPURA FRESA 27/250ML;S005;Saborizada Pasteuriz;D;PdC;Santiago; $446,50 ; $389,50 ;38;41;8
LEFR0036;LECHE DESLACTOSADA SANTA CLARA UHT 1LT;S005;Blanca UHT;C;PdC;Santiago; $1.387,00 ; $-   ;38;0;21
REFR0086;REFRESCO MANZANITA SOL 2.5LT;S005;Refrescos de Sabores;C;PdC;Santiago; $1.112,90 ; $1.572,58 ;38;57;16
SUTE0051;SUAVI DE TELA DOWNY AMANECER 9/730ML;S005;Suavizante Especiali;C;CEDIS;Sandra; $1.030,38 ; $791,47 ;38;34;18
VILB0008;BEBIDA PREPARADA NEW MIX PALOMA 24/473ML;S005;Base Tequila;C;CEDIS;Sandra; $982,71 ; $801,70 ;38;31;18
FRVE0026;DURAZNO NACIONAL KG;S005;Frutas;D;PdC;Sebastián; $4.316,27 ; $1.468,32 ;38;14;4,41
ADCO0085;PURE DE TOMATE DEL FUERTE 12/1KG;S005;Puré de Tomate;B;CEDIS;Sandra; $1.239,50 ; $1.344,00 ;37;42;15
BERN0035;JUGO JUMEX TOMATE TETRAPACK 12/960ML;S005;Jugo y Nec Familiar;D;CEDIS;Sandra; $924,25 ; $600,00 ;37;24;13
CARN0261;PECHO ENTERO DE RES 300G;S005;Carne de Res;N;PdC;Alma; $2.182,40 ; $-   ;37;0;11
CERE0069;CEREAL KELLOGG´S CHOCO KRISPIS 24/620G;S005;Cereal Infantil;B;CEDIS;Sandra; $2.548,14 ; $1.625,13 ;37;27;21
CERV0075;CERVEZA PACIFICO SUAVE 24/355ML;S005;Cerveza No retornabl;C;PdC;Santiago; $662,08 ; $959,44 ;37;53;29
COBE0032;BEBIDA ZUKO TAMARINDO 12/8/15G;S005;Concentrado de Bebid;D;CEDIS;Sandra; $159,34 ; $116,40 ;37;30;16
CUIC0070;RASTRILLO SCHICK XTREME 3 12/12/1PZA;S005;Rastrillos;C;PdC;Santiago; $606,06 ; $762,28 ;37;52;12
CUIC0137;SHAMPOO PALMOLIVE OPTIMS 4 12/400ML;S005;Shampoos;C;CEDIS;Sandra; $1.626,87 ; $1.608,08 ;37;41;12
DEPO0042;DETERGENTE POLVO 123 BLANCURA 24/800G;S005;Detergente Ropa en P;D;CEDIS;Sandra; $861,33 ; $112,05 ;37;5;17
FRIT0043;DURO DE CERDO EL CHARRO CHICO 45G;S005;Pellet Chicharrón de;D;PdC;Santiago; $616,78 ; $409,24 ;37;26;9
FRIT0062;BOTANA CHICHARRON SABRITAS CERDO 30G;S005;Cerdo chicharrón;C;PdC;Santiago; $777,00 ; $721,50 ;37;37;15
GADU0311;MINI BARRITAS MARINELA FRESA 4/49G;S005;Galleta Dulce Caja;N;NoClas;Santiago; $342,62 ; $-   ;37;0;12
HELA0036;HELADO BOLONIA SANDWICH CLASICO 24/75ML;S005;Otros Helados;C;PdC;Santiago; $832,50 ; $437,00 ;37;23;41
HELA0092;HELADO BOLONIA FRESA 1LT;S005;Nieves Lt y .5 lt;C;PdC;Santiago; $2.183,00 ; $884,00 ;37;17;8
OTBO0022;SALSA VALENTINA 12/1LT;S005;Salsas Botaneras;C;CEDIS;Sandra; $1.221,00 ; $620,00 ;37;20;45
PRFE0046;T.FEMENINAS SABA B. NOCHES C/ALAS 14/8PZ;S005;Toallas Sanitarias;C;CEDIS;Sandra; $999,00 ; $1.368,00 ;37;57;24
REFR0134;REFRESCO SIDRAL MUNDET 2.5L;S005;Refrescos de Sabores;C;PdC;Santiago; $1.212,12 ; $965,44 ;37;32;19
REFR0175;REFRESCO TEHUACAN TORONJA 8/ 2LT;S005;Refrescos de Sabores;D;PdC;Santiago; $829,19 ; $376,77 ;37;19;8
YOBA0050;YOGHURT YOPLAIT GRIEGO NATURAL 1KG;S005;Yog Batido Light;B;PdC;Alma; $3.570,50 ; $3.120,00 ;37;39;18
AGPU0004;AGUA CIEL 5LT;S005;Agua sin Sabor;C;PdC;Santiago; $1.080,00 ; $808,50 ;36;33;5
CAFR0041;CHISTORRA MAXIM 500G;S005;Chorizo y longaniza;B;PdC;Alma; $2.412,00 ; $1.188,00 ;36;18;6
CARN0296;PESCUEZO ENTERO DE RES 800G;S005;Carne de Res;B;CEDIS;Alma; $4.513,56 ; $4.129,60 ;36;37;17
CARN0321;MOLIDA 80/20 DE RES 1.5 KG;S005;Carne de Res;N;PdC;Alma; $7.434,44 ; $675,00 ;36;3;4
CARN0328;ESPALDILLA TROZO ENTERO DE CERDO 300G;S005;Carne de Cerdo;B;CEDIS;Alma; $1.157,50 ; $1.652,42 ;36;63;16
CARN0361;CHAMORRO MITAD DE CERDO 700G;S005;Carne de Cerdo;B;PdC;Alma; $1.918,00 ; $832,00 ;36;18;20
CERV0006;BEBIDA ARIZONA MANGO 24/680ML;S005;Te LPB Personal;C;CEDIS;Sandra; $720,00 ; $620,00 ;36;31;26
CERV0048;CERVEZA MICHELOB ULTRA LATA 24/355ML;S005;Cerveza No retornabl;C;PdC;Santiago; $682,75 ; $891,38 ;36;47;12
CHGO0057;CHOCOLATE KINDER SORPRESA NATOONS 12/20G;S005;Chocolate Golosina;C;PdC;Santiago; $783,36 ; $427,77 ;36;21;18
CRSP0004;PASTA BARILLA FUSILLI 12/500G;S005;Pastas para Sopa;C;CEDIS;Sandra; $1.116,00 ; $377,00 ;36;13;14
CRSP0034;PASTA LA MODERNA CODO 1 20/200G;S005;Pastas para Sopa;D;CEDIS;Sandra; $360,00 ; $555,00 ;36;74;22
JUNE0063;JUGO JUMEX MANGO NECTAR 12/413ML;S005;Jugo y Nec Personal;C;CEDIS;Sandra; $576,00 ; $560,00 ;36;35;18
MOLE0020;CHOCOLATE CHOCOMILK 40/160G;S005;Chocolate en polvo;C;CEDIS;Sandra; $990,00 ; $858,00 ;36;33;34
OTGO0001;CARAMELO MACI JOLLY RAN S/O. 20/12/34.2G;S005;Caramelos;D;CEDIS;Sandra; $216,72 ; $50,02 ;36;9;23
PAHI0027;PAPEL HIGIENICO KLEENEX ELEGANCE 10/4PZ;S005;Papel Higiénico $ Al;C;CEDIS;Sandra; $1.256,79 ; $1.275,96 ;36;40;42
POSO0004;JUGO SAZONADOR MAGGI 12/100ML;S005;Productos de Soya;C;CEDIS;Sandra; $1.296,00 ; $1.152,00 ;36;32;16
GASE0039;REVOLTURA PARA PAJARO KG;S005;Alimento para aves;C;CEDIS;Sandra; $897,56 ; $337,62 ;36;14;18,485
FRVE0053;MANZANA IMPORTADA RED DELICIUS KG;S005;Frutas;B;CEDIS;Sebastián; $2.123,64 ; $1.921,95 ;36;34;16,065
CARN0026;CEVICHE GRANEL CONGELADO MOLIDO KG;S005;Pescados y Mariscos;C;CEDIS;Alma; $5.151,57 ; $4.399,17 ;35;32;20,63
ADCO0121;SAL CON AJO MCCORMICK EN POLVO 12/125G;S005;Especias;C;CEDIS;Sandra; $892,50 ; $1.104,00 ;35;46;11
ALMA0077;CROQUETAS PARA PERRO CHOP ADULTO 10/1KG;S005;Alimento para perro;N;NoClas;Alma; $1.176,70 ; $-   ;35;0;18
COCO0008;COOLER CARIBE FRESA 12/300ML;S005;Coolers;D;CEDIS;Sandra; $645,65 ; $317,27 ;35;16;25
CUBE0010;BIBERON EVENFLO ZOO 24/8OZ;S005;Accesorios Bebe;C;CEDIS;Sandra; $694,02 ; $477,09 ;35;27;30
DEPO0129;DETERGENTE LIQ MAS COLOR 16/415ML;S005;Detergente Ropa Liqu;D;CEDIS;Sandra; $678,95 ; $386,24 ;35;14;9
FRIT0015;BOTANA BARCEL TAKIS FAJITA 65G;S005;Maíz Frito;D;PdC;Santiago; $615,68 ; $370,27 ;35;25;44
FRIT0021;FRITURA DE HARINA EXCEL 10*10/10PZ;S005;Papas fritas;C;PdC;Santiago; $1.242,11 ; $1.511,04 ;35;48;15
GADU0202;GALLETA CUETARA MEXICANA 6/945G;S005;Galleta Dulce Caja;B;CEDIS;Sandra; $2.106,64 ; $1.037,00 ;35;20;7
HELA0111;HELADO BOLONIA NAPOLITANO 1LT;S005;Nieves Lt y .5 lt;C;PdC;Santiago; $2.065,00 ; $1.560,00 ;35;30;8
JATO0008;JABON DOVE 48/135G;S005;Jabones de tocador e;C;CEDIS;Sandra; $844,90 ; $1.233,44 ;35;54;20
JUTA0006;JUGO CLAMATO EL ORIGINAL 12/473ML;S005;Jugo Tomate Almeja P;C;PdC;Santiago; $875,00 ; $1.100,00 ;35;50;4
PAEM0176;PASTELITO MARINELA MINICHOCOROL 8/200G;S005;Pan en Barra;B;PdC;Santiago; $1.912,05 ; $1.800,75 ;35;45;11
PAHI0040;PAPEL HIGI KLEENEX MEGA JU 500 8/6PZ;S005;Papel Higiénico $ me;B;CEDIS;Sandra; $2.004,82 ; $2.734,66 ;35;52;34
SERV0006;LAVATRASTES LIQUIDO AXION LIMON 12/400ML;S005;Detergente Trastes L;C;CEDIS;Sandra; $543,20 ; $455,16 ;35;27;11
SUTE0015;SUAVI DE TELA ENSUEÑO Z SEN/NAT 12/850ML;S005;Suavizante Tradicion;C;CEDIS;Sandra; $739,20 ; $493,16 ;35;26;16
GASE0016;DULCE PILONCILLO KG;S005;Otras Semillas;C;CEDIS;Sandra; $1.573,07 ; $849,13 ;35;17;13,899
FRVE0002;AJO KG;S005;Verduras;B;CEDIS;Sebastián; $4.624,94 ; $2.634,95 ;35;20;6,255
LADE0051;QUESO MORRAL MACIAS POR KG;S005;Quesos;B;PdC;Santiago; $5.500,28 ; $7.389,66 ;35;50;-0,323
ADCO0109;PURE DE PAPA VERDE VALLE 24/160G;S005;Salsa para condiment;C;CEDIS;Sandra; $1.088,00 ; $390,00 ;34;15;3
BEHI0151;DESODORANTE OBAO ACTIVE ROLL ON 24/65G;S005;Desodorante Femenino;C;CEDIS;Sandra; $761,95 ; $852,69 ;34;43;15
CATE0049;CAFE NESCAFE CAPPUCCINO MOKA 6/6/22G;S005;Café;D;CEDIS;Sandra; $272,00 ; $-   ;34;0;25
CHGO0061;CHOCOLATE MILKYWAY MINIS 12/52/9G;S005;Chocolate Golosina;D;CEDIS;Sandra; $94,33 ; $341,73 ;34;123;17
CONG0095;ATUN CAPITAN EN CUBITOS 200G;S005;Pescados y Mariscos;C;CEDIS;Alma; $1.615,00 ; $190,00 ;34;4;8
DEPO0046;DETERGENTE POLVO BLANCA NIEVES 20/500G;S005;Detergente Ropa en P;C;CEDIS;Sandra; $639,26 ; $736,97 ;34;41;14
DESE0066;CUCHARA FANTASY GREEN GRANDE 40/25PZ;S005;Cubiertos desechable;C;CEDIS;Sandra; $498,39 ; $645,00 ;34;44;42
FRIT0049;FRITURA EL CHARRO 500G;S005;Mezclas Frituras;C;PdC;Santiago; $1.153,96 ; $2.124,00 ;34;72;14
FRIT0073;BOTANAS SABRITAS DORITOS INCOGNITA 62G;S005;Maíz Frito;C;PdC;Santiago; $597,56 ; $383,38 ;34;23;6
FRIT0155;PAPAS SABRITAS DORITOS DINAMITACHILE 65G;S005;Maíz Frito;C;PdC;Santiago; $566,77 ; $456,46 ;34;29;5
GADU0247;GALLETA OKKO ARROZ INTEGRAL 20/140G;S005;Galleta Dulce Caja;C;CEDIS;Sandra; $1.156,00 ; $1.798,00 ;34;62;17
JUNE0065;JUGO JUMEX MANZANA NECTAR 24/250ML;S005;Jugo y Nec Infantil;D;CEDIS;Sandra; $374,00 ; $-   ;34;0;20
PAEM0040;PAN TOSTADO BIMBO DOBLE FIBRA 250G;S005;Pan en Barra;C;PdC;Santiago; $1.190,00 ; $390,00 ;34;13;20
PAEM0188;PAN BIMBO CERO CERO MULTIGRANO 610G;S005;Pan en Barra;B;PdC;Santiago; $2.346,00 ; $2.475,00 ;34;45;4
REFR0041;REFRESCO COCA COLA LIGHT 24/235ML;S005;Refrescos de Cola;C;PdC;Santiago; $439,64 ; $212,95 ;34;19;60
TOST0039;TACOS DORADOS TOSTON 20/270G;S005;Totopo;N;NoClas;Santiago; $755,48 ; $-   ;34;0;31
YOBE0053;YOGHURT BEBIBLE BENEG CON ALIV 240G;S005;Yog Bebible Regular;D;PdC;Santiago; $641,00 ; $429,00 ;34;26;9
ADCO0094;SAL LA FINA BOTE 12/1KG;S005;Sal;C;CEDIS;Sandra; $692,37 ; $682,50 ;33;35;20
ALMA0081;CROQUETA PARA PERRO BALU CACHORRO 10/1KG;S005;Alimento para perro;N;NoClas;Alma; $938,85 ; $-   ;33;0;17
CARN0244;PIERNA ADOBADA SABRO POLLO 700G;S005;Carne de Pollo;B;PdC;Alma; $2.511,00 ; $8.405,80 ;33;138;10
FRIT0132;PAPAS PRINGLES ORIGINAL 12/37G;S005;Papas fritas;C;CEDIS;Sandra; $580,50 ; $616,75 ;33;37;12
FRVE0091;FRAMBUESA 170G;S005;Frutas;B;CEDIS;Sebastián; $1.855,00 ; $1.077,00 ;33;22;2
GADU0071;GALLETA GAMESA EMPERADOR PIRUETA 12/573G;S005;Galleta Dulce Caja;C;CEDIS;Sandra; $1.558,26 ; $613,86 ;33;13;11
GASE0052;LENTEJA VERDE VALLE 40/500G;S005;Otras Semillas;C;CEDIS;Sandra; $1.188,00 ; $540,00 ;33;15;20
HACO0025;HARINA TALPITA 10/1KG;S005;Harinas Regulares;C;CEDIS;Sandra; $841,50 ; $336,00 ;33;14;25
HELA0024;HELADO BOLONIA PALETA JAMAICA 25/75ML;S005;Paletas;D;PdC;Santiago; $501,50 ; $171,00 ;33;14;26
HELA0100;HELADO BOLONIA CAJETA 1LT;S005;Nieves Lt y .5 lt;C;PdC;Santiago; $1.945,23 ; $832,00 ;33;16;3
LEFR0063;LECHE SEL DESLACTOSADA ALPURA UHT 1LT;S005;Blanca UHT;D;PdC;Santiago; $1.223,84 ; $899,00 ;33;29;15
LIMP0154;LIMPIADOR POETT PRIMAVERA 12/900ML;S005;Limpiadores Multiuso;D;CEDIS;Sandra; $576,65 ; $941,64 ;33;64;50
OTBO0028;CHILE TAJIN POLVO 12/142G;S005;Salsas Botaneras;C;CEDIS;Sandra; $1.353,00 ; $1.044,00 ;33;28;16
OTBO0038;CACAHUATE LA ESPECIAL JAPONES 100G;S005;Cacahuate;D;PdC;Santiago; $565,29 ; $162,00 ;33;10;11
PAEM0023;PAN DULCE BIMBO MANTECADAS 6PZ 187.5G;S005;Pan Seco;C;PdC;Santiago; $886,05 ; $596,37 ;33;23;11
TORT0002;TORTILLA HARINA TIA ROSA TORTILLINA 12PZ;S005;Tortillas Harina;B;PdC;Santiago; $891,00 ; $1.944,00 ;33;81;27
GASE0012;CHILE DE ARBOL SECO KG;S005;Chiles Secos;B;CEDIS;Sandra; $3.981,47 ; $3.504,85 ;33;29;22,295
ADCO0089;SAL CARMEN REFINADA 20/1KG;S005;Sal;C;CEDIS;Sandra; $560,00 ; $181,50 ;32;11;1
ADCO0101;SALSA HABANERO LOL-TUN ROJA 24/150G;S005;Salsa para condiment;D;CEDIS;Sandra; $720,00 ; $399,00 ;32;19;3
ALEN0097;CHAMPIÑÓN HERDEZ REBANADO  24/186G;S005;Vegetales Envasados;C;CEDIS;Sandra; $687,36 ; $867,00 ;32;42;13
BEAL0102;SUERO ELECTROLIT ZERO FREA/KIWI 12/625ML;S005;Isotónicos;B;CEDIS;Sandra; $648,32 ; $-   ;32;0;20
CAFR0023;JAMÓN FUD PECHUGA PAVO 250G;S005;Jamón;B;PdC;Alma; $3.168,00 ; $1.218,00 ;32;14;11
CARN0258;CARNE PARA HAMBURGUESA DE RES NAT 400G;S005;Carne de Res;B;CEDIS;Alma; $2.497,20 ; $4.896,00 ;32;72;-3
FRIT0042;DURO DE CERDO EL CHARRO 200G;S005;Cerdo chicharrón;C;PdC;Santiago; $1.955,52 ; $1.377,83 ;32;24;9
FRIT0052;PAPAS PRINGLES CREMA Y CEBOLLA 12/40G;S005;Papas fritas;C;CEDIS;Sandra; $620,27 ; $629,68 ;32;34;18
FRIT0054;BOTANAS CHEETOS SABRITAS BOLITAS 46G;S005;Extruido tipo cheeto;C;PdC;Santiago; $503,68 ; $513,93 ;32;37;3
FRIT0057;BOTANAS CHEETOS SABRITAS POFFS 44G;S005;Extruido tipo cheeto;C;PdC;Santiago; $503,68 ; $527,82 ;32;38;13
GADU0005;GALLETA CUETARA DIAVOLIN 10/100G;S005;Galleta Dulce Paqeti;D;CEDIS;Sandra; $473,95 ; $208,35 ;32;15;8
GADU0087;GALLETA GAMESA MAMUT 44G;S005;Galleta Dulce Paqeti;D;PdC;Santiago; $296,32 ; $74,08 ;32;8;24
GADU0248;GALLETA OKKO RICE CAKE QUINOA 20/140G;S005;Galleta Dulce Caja;C;CEDIS;Sandra; $1.056,00 ; $2.175,00 ;32;75;18
HELA0098;HELADO BOLONIA PAY DE LIMON 1LT;S005;Nieves Lt y .5 lt;C;PdC;Santiago; $1.888,00 ; $1.300,00 ;32;25;-2
LEFR0001;MALTEADA AL-DIA CHOCOLATE 250ML;S005;Saborizada Pasteuriz;D;PdC;Santiago; $416,00 ; $-   ;32;0;0
LEFR0103;LECHE DESLACTOSADA LALA UHT 1LT;S005;Blanca UHT;B;PdC;Alma; $1.136,00 ; $2.992,50 ;32;95;4
YOBE0044;YOGHURT BEBIBLE YOPLAIT NAT LIGHT 242G;S005;Yog Bebible Infantil;D;PdC;Alma; $544,00 ; $252,00 ;32;18;13
YOBE0056;YOGHURT BEBIBLE ACTIVIA PAPAYA/CERE 225G;S005;Yog Bebible Regular;D;PdC;Santiago; $633,50 ; $17,00 ;32;1;1
ALEN0098;CHAMPIÑÓN HERDEZ REBANADO  24/380G;S005;Vegetales Envasados;C;CEDIS;Sandra; $1.224,50 ; $956,50 ;31;25;23
CHIC0028;CHICLE BUBBALOO MORA AZUL 50/5.5G;S005;Chicles;D;PdC;Santiago; $26,68 ; $25,80 ;31;30;49
COBE0027;BEBIDA ZUKO MELON 12/8/15G;S005;Concentrado de Bebid;D;CEDIS;Sandra; $133,48 ; $42,68 ;31;11;11
ENVA0003;ENVASE CERVEZA FAMILIAR PZ;S005;Cerveza Retornable;D;PdC;Santiago; $293,97 ; $502,63 ;31;53;246
FRIT0024;BOTANA EXCEL PAPA NATURAL 400G;S005;Papas fritas;B;PdC;Santiago; $2.468,53 ; $3.644,60 ;31;48;14
FRVE0031;GERMINADO DE ALFALFA 120G;S005;Verduras;C;PdC;Sebastián; $925,00 ; $1.071,00 ;31;34;12
HELA0101;HELADO BOLONIA CHOCOLATE 1LT;S005;Nieves Lt y .5 lt;C;PdC;Santiago; $1.829,00 ; $1.300,00 ;31;25;27
JATO0050;JABON ZEST AQUA 96/100G;S005;Jabones de tocador e;D;CEDIS;Sandra; $360,82 ; $237,50 ;31;19;23
PAEM0169;PAN DULCE E. BIMBO JULITAS DE CAJETA 40G;S005;Pan Seco;D;PdC;Santiago; $172,29 ; $250,07 ;31;45;3
PAEM0219;BRAN FRUT GRANOS ANCESTRALES 48G;S005;Pan en Barra;N;NoClas;Santiago; $344,41 ; $-   ;31;0;14
REFR0053;REFRESCO COCA COLA LIGHT 8/2LT;S005;Refrescos de Cola;C;PdC;Santiago; $988,84 ; $1.339,77 ;31;42;6
REFR0078;REFRESCO JARRITOS TUTI FRUTI 600ML;S005;Refrescos de Sabores;D;PdC;Santiago; $387,50 ; $280,57 ;31;21;18
SUTE0006;SUAVI DE TELA ENSUEÑO Z F/PRIM 12/850M;S005;Suavizante Tradicion;C;CEDIS;Sandra; $654,09 ; $701,84 ;31;37;14
TOST0025;TOSTADA DE LOS ALTOS SABOR NOPAL 220G;S005;Tostada;C;PdC;Santiago; $1.147,00 ; $1.005,00 ;31;30;2
YOBE0009;YOGHURT BEBIBLE ALPURA FRUTA FRESA 250ML;S005;Yog Bebible Regular;D;PdC;Santiago; $434,00 ; $103,50 ;31;9;3
ADCO0046;SAZONADOR KNORR SUIZA EN POLVO18/200G;S005;Consomés y Caldos;C;CEDIS;Sandra; $1.245,00 ; $741,00 ;30;19;10
ADCO0063;SAZONADOR SABROSEADOR MCCORMICK 117G;S005;Especias;C;CEDIS;Sandra; $870,00 ; $810,00 ;30;30;14
ADCO0067;MAYONESA MCCORMICK LIGHT 24/210G;S005;Mayonesas;C;CEDIS;Sandra; $945,00 ; $442,50 ;30;15;8
ADCO0122;VINAGRE BLANCO CLEMENTE J. 4/3.74LT;S005;Vinagre;C;CEDIS;Sandra; $1.380,00 ; $731,00 ;30;17;10
ADCO0169;SAZONADOR HOJA MAGGI HIERBAS 18/23.4G;S005;Sazonadores;D;CEDIS;Sandra; $690,00 ; $387,00 ;30;18;15
ALEN0047;ENSALADA VERDURAS LA COSTEÑA 24/220G;S005;Vegetales Envasados;D;CEDIS;Sandra; $359,28 ; $567,50 ;30;49;5
BEAL0015;SUERO ELECTROLIT LIMA/LIMÓN 12/625ML;S005;Isotónicos;C;CEDIS;Sandra; $675,00 ; $900,00 ;30;45;6
BEAL0016;SUERO ELECTROLIT MANZANA 12/625ML;S005;Isotónicos;C;CEDIS;Sandra; $675,00 ; $500,00 ;30;25;17
BEAL0036;BEBIDA POWERADE MORAS 6/600ML;S005;Isotónicos;C;PdC;Santiago; $720,00 ; $855,00 ;30;38;0
CAFR0205;CHORIZO CORONA PARA AZAR 300G;S005;Chorizo y longaniza;B;PdC;Alma; $2.040,00 ; $2.242,00 ;30;38;18
CARN0317;CARNE PARA HAMBURGUESA MIXTA 12/400G;S005;Carne de Res;B;NoClas;Alma; $1.985,60 ; $-   ;30;0;4
COBE0008;SABORIZANTE DE VAINILLA PAISA 24/500ML;S005;Concentrado de Bebid;C;CEDIS;Sandra; $478,02 ; $362,14 ;30;24;24
FRIT0065;BOTANA SABRITAS CHURRUMAIS LIMONCITO 55G;S005;Maíz Frito;C;PdC;Santiago; $472,20 ; $319,47 ;30;23;17
HACO0022;HARINA INMACULADA 10/1KG;S005;Harinas Regulares;C;CEDIS;Sandra; $704,29 ; $440,00 ;30;20;8
LADE0011;CREMA SELLO ROJO 450G;S005;Cremas;C;PdC;Santiago; $1.140,00 ; $340,00 ;30;10;0
LEFR0003;MALTEADA AL-DIA VAINILLA 250ML;S005;Saborizada Pasteuriz;D;PdC;Santiago; $390,00 ; $147,00 ;30;14;0
LEFR0044;LECHE DESLAC. SELLO ROJO UHT 12PZ 1LT;S005;Blanca UHT;C;PdC;Santiago; $1.005,00 ; $690,00 ;30;23;15
LEFR0049;MALTEADA HERSHEY CHOCOLATE 24/200ML;S005;Saborizada Pasteuriz;D;CEDIS;Sandra; $480,00 ; $-   ;30;0;25
LEFR0072;LECHE SANTA CLARA VAINILLA 180ML;S005;Saborizada Pasteuriz;D;PdC;Santiago; $360,00 ; $409,50 ;30;39;30
LEFR0105;LECHE ENTERA LALA UHT 1LT;S005;Blanca UHT;B;PdC;Alma; $960,00 ; $1.450,00 ;30;50;3
LEPC0055;CREMA COFFE NESTLE LIQ. VAIN. 12/530ML;S005;Sustitutos de Crema;B;CEDIS;Sandra; $1.275,00 ; $1.160,00 ;30;29;13
LIMP0049;CLORO CLOROX 20/500ML;S005;Cloros;D;CEDIS;Sandra; $206,99 ; $184,80 ;30;33;10
LIMP0070;LIMPIADOR FABULOSO ALT CLORO 12/1LT;S005;Limpiadores Multiuso;C;CEDIS;Sandra; $813,15 ; $419,04 ;30;18;12
PAEM0210;PASTEL PANOVO CHOCOLATE PZ;S005;Repostería Sin Relle;N;PdC;Santiago; $8.819,54 ; $-   ;30;0;3
PONR0006;GELATINA EN POLVO DGARI FRAMBU 50/120G;S005;Gelatinas en Polvo;D;CEDIS;Sandra; $390,00 ; $234,00 ;30;18;40
REFR0129;REFRESCO SEVEN UP LIMONADA 600ML;S005;Refrescos de Sabores;C;PdC;Santiago; $439,75 ; $467,60 ;30;35;17
SERV0034;SERVILLETAS MARLI 12/450 PZ;S005;Servilletas;C;CEDIS;Sandra; $1.125,00 ; $848,16 ;30;24;15
SUTE0013;SUAVI DE TELA ENSUEÑO Z F/VER 12/850ML;S005;Suavizante Tradicion;D;CEDIS;Sandra; $633,60 ; $644,90 ;30;34;14
TOST0028;TOSTADA DE LOS ALTOS POZOLERA 230G;S005;Tostada;C;PdC;Santiago; $930,00 ; $1.092,00 ;30;39;13
TOST0038;TOSTADA DEL HOGAR 18PZ 220G;S005;Tostada;N;NoClas;Santiago; $840,00 ; $-   ;30;0;43
YOBA0013;YOGHURT YOPLAIT CON FRESAS 1KG;S005;Yog Batido Regular;C;PdC;Alma; $1.588,41 ; $-   ;30;0;7
YOBA0045;YOGHURT ALPURA FRUTAL CON MANZANA 125G;S005;Yog Batido Regular;D;PdC;Santiago; $263,73 ; $292,50 ;30;39;11
YOBE0051;YOGHURT BEBIBLE YOPLAIT LIGHT FRESA 242G;S005;Yog Bebible Light;D;PdC;Alma; $480,00 ; $294,00 ;30;21;14
FRVE0034;GUAYABA KG;S005;Frutas;B;CEDIS;Sebastián; $1.051,24 ; $2.907,37 ;30;80;16,85
